產業類別,公司代號,公司名稱,公司類別,公司年度資訊-員工福利費用(仟元),公司年度資訊-員工薪資費用(仟元),公司年度資訊-員工人數(人),公司年度資訊-平均員工福利費用(仟元/人),公司年度資訊-平均員工薪資費用-113年度(仟元/人),公司年度資訊-平均員工薪資費用-112年度(仟元/人),公司年度資訊-平均員工薪資費用-調整變動情形(%),公司年度資訊-每股盈餘(元/股),同產業公司-平均員工福利費用(仟元/人),同產業公司-平均員工薪資費用(仟元/人),同產業公司-平均每股盈餘(元/股)
"鋼鐵工業","2028","威致","一般","374136","275611","380","985","725","682 ","6.30 %","0.98","1237","1029","0.69",
"鋼鐵工業","2029","盛餘","一般","648241","533467","506","1281","1054","1025 ","2.80 %","1.81","1237","1029","0.69",
"鋼鐵工業","2030","彰源","一般","516385","440453","604","855","729","682 ","6.90 %","0.84","1237","1029","0.69",
"鋼鐵工業","2031","新光鋼","一般","290040","228296","283","1025","807","888 ","-9.10 %","4.50","1237","1029","0.69",
"鋼鐵工業","2032","新鋼","一般","120271","94808","173","695","548","507 ","8.10 %","0.45","1237","1029","0.69",
"鋼鐵工業","2033","佳大","一般","83828","64880","112","748","579","550 ","5.30 %","0.19","1237","1029","0.69",
"鋼鐵工業","2034","允強","一般","664767","535482","744","894","720","628 ","14.60 %","-0.22","1237","1029","0.69",
"鋼鐵工業","2038","海光","一般","336443","288615","416","809","694","645 ","7.60 %","0.20","1237","1029","0.69",
"電機機械","2049","上銀","一般","4141537","3458457","4652","890","743","685 ","8.50 %","5.57","1005","855","3.85",
"電子零組件業","2059","川湖","一般","611786","542712","522","1172","1040","679 ","53.20 %","64.59","1162","998","6.57",
"居家生活","2062","橋椿","一般","653367","543214","919","711","591","581 ","1.70 %","2.72","998","862","7.06",
"鋼鐵工業","2069","運錩","一般","135612","108938","176","771","619","549 ","12.80 %","1.35","1237","1029","0.69",
"橡膠工業","2101","南港","一般","972230","849224","1007","965","843","761 ","10.80 %","3.53","926","788","1.40",
"橡膠工業","2102","泰豐","一般","45708","36606","48","952","763","527 ","44.80 %","-1.01","926","788","1.40",
"橡膠工業","2103","台橡","一般","1042337","814480","666","1565","1223","1177 ","3.90 %","1.04","926","788","1.40",
"橡膠工業","2104","國際中橡","投控","51263","42949","32","1602","1342","1650 ","-18.70 %","-2.80","926","788","1.40",
"橡膠工業","2105","正新","一般","3711017","3176851","4315","860","736","743 ","-0.90 %","2.47","926","788","1.40",
"橡膠工業","2106","建大","一般","1452970","1258165","1772","820","710","666 ","6.60 %","1.30","926","788","1.40",
"橡膠工業","2107","厚生","一般","183692","162539","193","952","842","848 ","-0.70 %","1.89","926","788","1.40",
"橡膠工業","2108","南帝","一般","361892","313610","283","1279","1108","1068 ","3.70 %","1.14","926","788","1.40",
"橡膠工業","2109","華豐","一般","383956","331010","505","760","655","667 ","-1.80 %","1.61","926","788","1.40",
"橡膠工業","2114","鑫永銓","一般","91220","78537","105","869","748","684 ","9.40 %","5.11","926","788","1.40",
"汽車工業","2201","裕隆","一般","1308186","1070496","1200","1090","892","1027 ","-13.10 %","3.78","1040","881","5.81",
"汽車工業","2204","中華","一般","2658853","2302451","2262","1175","1018","1136 ","-10.40 %","7.34","1040","881","5.81",
"汽車工業","2206","三陽工業","一般","3196435","2714702","2476","1291","1096","1219 ","-10.10 %","6.02","1040","881","5.81",
"汽車工業","2207","和泰車","一般","2002547","1754734","579","3459","3031","3118 ","-2.80 %","36.74","1040","881","5.81",
"航運業","2208","台船","一般","3234552","2761705","2823","1146","978","973 ","0.50 %","-2.20","1885","1501","8.85",
"鋼鐵工業","2211","長榮鋼","一般","784713","661465","639","1228","1035","1060 ","-2.40 %","6.12","1237","1029","0.69",
"汽車工業","2227","裕日車","一般","571924","483410","358","1598","1350","1187 ","13.70 %","5.57","1040","881","5.81",
"汽車工業","2228","劍麟","一般","420553","340669","474","887","719","701 ","2.60 %","9.51","1040","881","5.81",
"汽車工業","2231","為升","一般","322227","279441","377","855","741","655 ","13.10 %","3.37","1040","881","5.81",
"汽車工業","2233","宇隆","一般","416880","361539","417","1000","867","702 ","23.50 %","10.96","1040","881","5.81",
"汽車工業","2241","艾姆勒","一般","210944","174223","221","954","788","763 ","3.30 %","-1.98","1040","881","5.81",
"汽車工業","2247","汎德永業","一般","2158383","1825821","1638","1318","1115","1059 ","5.30 %","23.93","1040","881","5.81",
"汽車工業","2254","巨鎧精密-創","一般","115382","94619","151","764","627","528 ","18.80 %","-1.06","1040","881","5.81",
"汽車工業","2258","鴻華先進-創","一般","1328928","1190275","851","1562","1399","1341 ","4.30 %","-1.23","1040","881","5.81",
"電腦及週邊設備業","2301","光寶科","一般","6271787","5425805","4710","1332","1152","1514 ","-23.90 %","5.21","1672","1461","6.67",
"半導體業","2302","麗正","一般","37899","31990","47","806","681","739 ","-7.80 %","0.75","2518","2278","19.22",
"半導體業","2303","聯電","一般","32802714","29629849","14481","2265","2046","2015 ","1.50 %","3.80","2518","2278","19.22",
"電腦及週邊設備業","2305","全友","一般","99281","84533","86","1154","983","927 ","6.00 %","0.14","1672","1461","6.67",
"電子零組件業","2308","台達電","一般","24459509","21452237","12494","1958","1717","1647 ","4.30 %","13.56","1162","998","6.57",
"其他電子業","2312","金寶","一般","823837","665959","394","2091","1690","1590 ","6.30 %","1.11","1687","1449","9.28",
"電子零組件業","2313","華通","一般","5200132","4330065","4728","1100","916","853 ","7.40 %","4.70","1162","998","6.57",
"通信網路業","2314","台揚","一般","284744","238364","285","999","836","944 ","-11.40 %","-4.55","1492","1062","3.74",
"電子零組件業","2316","楠梓電","一般","736105","576220","1148","641","502","472 ","6.40 %","4.28","1162","998","6.57",
"其他電子業","2317","鴻海","一般","12078435","10287111","4122","2930","2496","2395 ","4.20 %","11.01","1687","1449","9.28",
"通信網路業","2321","東訊","一般","138614","113764","151","918","753","902 ","-16.50 %","-1.09","1492","1062","3.74",
"光電業","2323","中環","一般","434013","360923","546","795","661","663 ","-0.30 %","-0.27","1189","1015","1.21",
"電腦及週邊設備業","2324","仁寶","一般","14208322","12271537","8458","1680","1451","1406 ","3.20 %","2.30","1672","1461","6.67",
"電子零組件業","2327","國巨","一般","3242705","2794354","3748","865","746","767 ","-2.70 %","38.13","1162","998","6.57",
"電子零組件業","2328","廣宇","一般","99240","85674","47","2111","1823","2013 ","-9.40 %","2.00","1162","998","6.57",
"半導體業","2329","華泰","一般","4248638","3384534","5169","822","655","696 ","-5.90 %","1.71","2518","2278","19.22",
"半導體業","2330","台積電","一般","254407504","233143693","70028","3633","3329","2737 ","21.60 %","45.25","2518","2278","19.22",
"電腦及週邊設備業","2331","精英","一般","914576","792852","619","1478","1281","1337 ","-4.20 %","-0.16","1672","1461","6.67",
"通信網路業","2332","友訊","一般","673041","579082","469","1435","1235","1218 ","1.40 %","0.06","1492","1062","3.74",
"半導體業","2337","旺宏","一般","6081027","5190373","3852","1579","1347","1344 ","0.20 %","-1.73","2518","2278","19.22",
"半導體業","2338","光罩","一般","476503","394522","491","970","804","938 ","-14.30 %","-2.21","2518","2278","19.22",
"半導體業","2340","台亞","一般","810423","697014","820","988","850","816 ","4.20 %","-1.16","2518","2278","19.22",
"半導體業","2342","茂矽","一般","650240","534126","600","1084","890","830 ","7.20 %","0.58","2518","2278","19.22",
"半導體業","2344","華邦電","一般","6515563","5834819","3566","1827","1636","1566 ","4.50 %","0.14","2518","2278","19.22",
"通信網路業","2345","智邦","一般","6001975","5316657","3561","1685","1493","1367 ","9.20 %","21.49","1492","1062","3.74",
"電子通路業","2347","聯強","一般","988739","856435","606","1632","1413","1313 ","7.60 %","5.52","1435","1230","4.70",
"其他","2348","海悅","一般","428598","390063","176","2435","2216","1618 ","37.00 %","14.43","1184","1017","3.42",
"光電業","2349","錸德","一般","460218","400451","617","746","649","671 ","-3.30 %","0.07","1189","1015","1.21",
"半導體業","2351","順德","一般","1196280","971023","1418","844","685","693 ","-1.20 %","3.71","2518","2278","19.22",
"電腦及週邊設備業","2352","佳世達","一般","2832193","2378133","1640","1727","1450","1730 ","-16.20 %","1.11","1672","1461","6.67",
"電腦及週邊設備業","2353","宏碁","一般","3096918","2676691","1514","2046","1768","1435 ","23.20 %","1.84","1672","1461","6.67",
"其他電子業","2354","鴻準","一般","997672","836510","374","2668","2237","2481 ","-9.80 %","2.53","1687","1449","9.28",
"電子零組件業","2355","敬鵬","一般","2525936","2157807","2905","870","743","709 ","4.80 %","2.85","1162","998","6.57",
"電腦及週邊設備業","2356","英業達","一般","8957289","7694543","6526","1373","1179","1142 ","3.20 %","2.03","1672","1461","6.67",
"電腦及週邊設備業","2357","華碩","一般","14973733","13398604","7430","2015","1803","1720 ","4.80 %","42.27","1672","1461","6.67",
"其他電子業","2359","所羅門","一般","353670","295843","314","1126","942","936 ","0.60 %","0.84","1687","1449","9.28",
"其他電子業","2360","致茂","一般","3265112","2841353","2045","1597","1389","1119 ","24.10 %","12.49","1687","1449","9.28",
"電腦及週邊設備業","2362","藍天","一般","909988","772025","615","1480","1255","1252 ","0.20 %","3.02","1672","1461","6.67",
"半導體業","2363","矽統","一般","298575","270256","132","2262","2047","1795 ","14.00 %","0.81","2518","2278","19.22",
"電腦及週邊設備業","2364","倫飛","一般","225194","193705","180","1251","1076","1007 ","6.90 %","4.09","1672","1461","6.67",
"電腦及週邊設備業","2365","昆盈","一般","77577","63416","58","1338","1093","1071 ","2.10 %","0.64","1672","1461","6.67",
"電子零組件業","2367","燿華","一般","4124829","3541971","4567","903","776","640 ","21.30 %","2.36","1162","998","6.57",
"電子零組件業","2368","金像電","一般","3108521","2660124","2820","1102","943","963 ","-2.10 %","11.54","1162","998","6.57",
"半導體業","2369","菱生","一般","1609631","1302367","2313","696","563","555 ","1.40 %","-0.45","2518","2278","19.22",
"電機機械","2371","大同","一般","2307821","1989875","2442","945","815","762 ","7.00 %","6.46","1005","855","3.85",
"其他電子業","2373","震旦行","一般","868766","737827","963","902","766","724 ","5.80 %","4.26","1687","1449","9.28",
"光電業","2374","佳能","一般","749151","642653","590","1270","1089","1047 ","4.00 %","1.90","1189","1015","1.21",
"電子零組件業","2375","凱美","一般","71558","60909","52","1376","1171","840 ","39.40 %","4.55","1162","998","6.57",
"電腦及週邊設備業","2376","技嘉","一般","3820037","3419148","2151","1776","1590","1302 ","22.10 %","15.03","1672","1461","6.67",
"電腦及週邊設備業","2377","微星","一般","5412826","4765891","3230","1676","1476","1510 ","-2.30 %","8.04","1672","1461","6.67",
"半導體業","2379","瑞昱","一般","26782786","25166675","5297","5056","4751","3167 ","50.00 %","29.82","2518","2278","19.22",
"電腦及週邊設備業","2380","虹光","一般","423316","350313","373","1135","939","874 ","7.40 %","-1.94","1672","1461","6.67",
"電腦及週邊設備業","2382","廣達","一般","25422320","22741363","10869","2339","2092","1628 ","28.50 %","15.49","1672","1461","6.67",
"電子零組件業","2383","台光電","一般","1781161","1581558","1122","1587","1410","1288 ","9.50 %","27.81","1162","998","6.57",
"電子零組件業","2385","群光","一般","2615997","2377168","882","2966","2695","2441 ","10.40 %","12.43","1162","998","6.57",
"電腦及週邊設備業","2387","精元","一般","324435","281958","266","1220","1060","980 ","8.20 %","7.81","1672","1461","6.67",
"半導體業","2388","威盛","一般","861790","764687","382","2256","2002","1733 ","15.50 %","2.07","2518","2278","19.22",
"其他電子業","2390","云辰","一般","66916","54524","72","929","757","801 ","-5.50 %","-1.25","1687","1449","9.28",
"電子零組件業","2392","正崴","一般","1556469","1360523","957","1626","1422","1085 ","31.10 %","3.65","1162","998","6.57",
"光電業","2393","億光","一般","1912426","1665332","1548","1235","1076","883 ","21.90 %","6.64","1189","1015","1.21",
"電腦及週邊設備業","2395","研華","一般","5423459","4607725","3538","1533","1302","1094 ","19.00 %","10.45","1672","1461","6.67",
"電腦及週邊設備業","2397","友通","一般","620913","535555","612","1015","875","812 ","7.80 %","3.46","1672","1461","6.67",
"電腦及週邊設備業","2399","映泰","一般","159650","136159","136","1174","1001","963 ","3.90 %","0.04","1672","1461","6.67",
"半導體業","2401","凌陽","一般","546979","473485","326","1678","1452","1414 ","2.70 %","0.44","2518","2278","19.22",
"電子零組件業","2402","毅嘉","一般","233003","205713","205","1137","1003","884 ","13.50 %","2.36","1162","998","6.57",
"其他電子業","2404","漢唐","一般","1896981","1736584","850","2232","2043","1735 ","17.80 %","32.94","1687","1449","9.28",
"電腦及週邊設備業","2405","輔信","一般","216385","184541","174","1244","1061","1023 ","3.70 %","0.03","1672","1461","6.67",
"光電業","2406","國碩","一般","131407","109594","153","859","716","719 ","-0.40 %","-0.86","1189","1015","1.21",
"半導體業","2408","南亞科","一般","5394762","4726635","3651","1478","1295","1203 ","7.60 %","-1.64","2518","2278","19.22",
"光電業","2409","友達","一般","25684998","21764871","18420","1394","1182","1069 ","10.60 %","-0.40","1189","1015","1.21",
"通信網路業","2412","中華電","一般","35657243","18140047","20086","1775","903","881 ","2.50 %","4.80","1492","1062","3.74",
"電子零組件業","2413","環科","一般","479651","387478","720","666","538","554 ","-2.90 %","-0.44","1162","998","6.57",
"電子通路業","2414","精技","一般","467099","397401","414","1128","960","942 ","1.90 %","2.67","1435","1230","4.70",
"電子零組件業","2415","錩新","一般","43721","36808","29","1508","1269","1160 ","9.40 %","1.14","1162","998","6.57",
"電腦及週邊設備業","2417","圓剛","一般","303327","266812","192","1580","1390","1190 ","16.80 %","-0.39","1672","1461","6.67",
"通信網路業","2419","仲琦","一般","228284","193709","129","1770","1502","1355 ","10.80 %","-0.16","1492","1062","3.74",
"電子零組件業","2420","新巨","一般","492959","425771","555","888","767","637 ","20.40 %","4.36","1162","998","6.57",
"電子零組件業","2421","建準","一般","915638","773068","622","1472","1243","1096 ","13.40 %","5.46","1162","998","6.57",
"其他電子業","2423","固緯","一般","556054","475397","469","1186","1014","1029 ","-1.50 %","2.42","1687","1449","9.28",
"通信網路業","2424","隴華","一般","36983","31868","37","1000","861","830 ","3.70 %","-3.35","1492","1062","3.74",
"電腦及週邊設備業","2425","承啟","一般","128577","113269","65","1978","1743","1184 ","47.20 %","1.05","1672","1461","6.67",
"光電業","2426","鼎元","一般","627917","516431","769","817","672","539 ","24.70 %","0.21","1189","1015","1.21",
"資訊服務業","2427","三商電","一般","864824","742133","817","1059","908","887 ","2.40 %","1.43","1299","1101","3.99",
"電子零組件業","2428","興勤","一般","541781","461621","520","1042","888","815 ","9.00 %","12.10","1162","998","6.57",
"光電業","2429","銘旺科","一般","62809","56891","41","1532","1388","759 ","82.90 %","-2.17","1189","1015","1.21",
"電子通路業","2430","燦坤","一般","1252162","983756","2011","623","489","473 ","3.40 %","1.61","1435","1230","4.70",
"電子零組件業","2431","聯昌","一般","53185","44700","44","1209","1016","1034 ","-1.70 %","-0.63","1162","998","6.57",
"電腦及週邊設備業","2432","倚天酷碁-創","一般","106856","98485","62","1723","1588","1741 ","-8.80 %","1.88","1672","1461","6.67",
"其他電子業","2433","互盛電","一般","335918","247545","391","859","633","611 ","3.60 %","3.28","1687","1449","9.28",
"半導體業","2434","統懋","一般","16073","12904","23","699","561","565 ","-0.70 %","0.14","2518","2278","19.22",
"半導體業","2436","偉詮電","一般","455596","395723","292","1560","1355","1267 ","6.90 %","1.57","2518","2278","19.22",
"光電業","2438","翔耀","一般","28513","23681","30","950","789","637 ","23.90 %","-1.71","1189","1015","1.21",
"通信網路業","2439","美律","一般","1241988","1017295","826","1504","1232","1170 ","5.30 %","9.26","1492","1062","3.74",
"電子零組件業","2440","太空梭","一般","19335","15804","20","967","790","809 ","-2.30 %","-0.43","1162","998","6.57",
"半導體業","2441","超豐","一般","4057698","3405634","4205","965","810","698 ","16.00 %","4.39","2518","2278","19.22",
"建材營造","2442","新美齊","一般","118270","74639","66","1792","1131","955 ","18.40 %","1.20","1282","1101","2.65",
"通信網路業","2444","兆勁","一般","312108","255393","469","665","545","525 ","3.80 %","-0.24","1492","1062","3.74",
"半導體業","2449","京元電子","一般","7099076","6025978","7636","930","789","748 ","5.50 %","6.36","2518","2278","19.22",
"通信網路業","2450","神腦","一般","1589920","1285289","1960","811","656","643 ","2.00 %","1.85","1492","1062","3.74",
"半導體業","2451","創見","一般","921908","772308","974","947","793","767 ","3.40 %","5.39","2518","2278","19.22",
"資訊服務業","2453","凌群","一般","1720052","1453638","1302","1321","1116","1101 ","1.40 %","3.06","1299","1101","3.99",
"半導體業","2454","聯發科","一般","60981997","56762284","12251","4978","4633","3845 ","20.50 %","66.92","2518","2278","19.22",
"通信網路業","2455","全新","一般","407609","351071","298","1368","1178","953 ","23.60 %","3.63","1492","1062","3.74",
"電子零組件業","2457","飛宏","一般","553139","469412","382","1448","1229","1369 ","-10.20 %","0.48","1162","998","6.57",
"半導體業","2458","義隆","一般","2345139","2086633","1062","2208","1965","1823 ","7.80 %","9.57","2518","2278","19.22",
"其他電子業","2459","敦吉","一般","110225","95611","68","1621","1406","1199 ","17.30 %","5.32","1687","1449","9.28",
"電子零組件業","2460","建通","一般","102555","84367","133","771","634","588 ","7.80 %","-1.39","1162","998","6.57",
"其他電子業","2461","光群雷","一般","144355","125370","147","982","853","810 ","5.30 %","1.59","1687","1449","9.28",
"電子零組件業","2462","良得電","一般","73894","62728","50","1478","1255","1463 ","-14.20 %","1.49","1162","998","6.57",
"其他電子業","2464","盟立","一般","1436202","1201020","1150","1249","1044","1037 ","0.70 %","0.52","1687","1449","9.28",
"電腦及週邊設備業","2465","麗臺","一般","390832","330155","342","1143","965","830 ","16.30 %","-5.26","1672","1461","6.67",
"光電業","2466","冠西電","一般","117471","97452","163","721","598","600 ","-0.30 %","-0.17","1189","1015","1.21",
"電子零組件業","2467","志聖","一般","628571","548328","441","1425","1243","985 ","26.20 %","4.80","1162","998","6.57",
"資訊服務業","2468","華經","一般","259559","219350","256","1014","857","810 ","5.80 %","0.96","1299","1101","3.99",
"資訊服務業","2471","資通","一般","439029","382365","280","1568","1366","1313 ","4.00 %","3.33","1299","1101","3.99",
"電子零組件業","2472","立隆電","一般","210994","186476","110","1918","1695","1352 ","25.40 %","7.01","1162","998","6.57",
"其他電子業","2474","可成","一般","2273775","1912509","2870","792","666","618 ","7.80 %","19.40","1687","1449","9.28",
"電子零組件業","2476","鉅祥","一般","693440","609072","803","864","758","690 ","9.90 %","5.18","1162","998","6.57",
"其他電子業","2477","美隆電","一般","162737","140375","114","1428","1231","824 ","49.40 %","1.50","1687","1449","9.28",
"電子零組件業","2478","大毅","一般","854228","744292","802","1065","928","820 ","13.20 %","3.13","1162","998","6.57",
"資訊服務業","2480","敦陽科","一般","790188","676098","629","1256","1075","1058 ","1.60 %","7.50","1299","1101","3.99",
"半導體業","2481","強茂","一般","1368813","1128639","1470","931","768","711 ","8.00 %","2.40","2518","2278","19.22",
"其他電子業","2482","連宇","一般","156846","129837","170","923","764","859 ","-11.10 %","0.81","1687","1449","9.28",
"電子零組件業","2483","百容","一般","377899","313731","596","634","526","515 ","2.10 %","0.35","1162","998","6.57",
"電子零組件業","2484","希華","一般","542185","446831","706","768","633","630 ","0.50 %","0.99","1162","998","6.57",
"通信網路業","2485","兆赫","一般","754630","630476","1103","684","572","564 ","1.40 %","-2.26","1492","1062","3.74",
"光電業","2486","一詮","一般","743836","510817","796","934","642","638 ","0.60 %","0.08","1189","1015","1.21",
"其他電子業","2488","漢平","一般","202263","176786","139","1455","1272","1034 ","23.00 %","5.24","1687","1449","9.28",
"光電業","2489","瑞軒","一般","828813","728332","475","1745","1533","1163 ","31.80 %","1.80","1189","1015","1.21",
"光電業","2491","吉祥全","一般","12742","10808","14","910","772","844 ","-8.50 %","-0.40","1189","1015","1.21",
"電子零組件業","2492","華新科","一般","2306526","1910626","2745","840","696","522 ","33.30 %","6.15","1162","998","6.57",
"電子零組件業","2493","揚博","一般","358324","313241","284","1262","1103","1127 ","-2.10 %","6.05","1162","998","6.57",
"電腦及週邊設備業","2495","普安","一般","452772","391138","398","1138","983","965 ","1.90 %","2.22","1672","1461","6.67",
"其他","2496","卓越","一般","21195","18344","7","3028","2621","2269 ","15.50 %","7.02","1184","1017","3.42",
"汽車工業","2497","怡利電","一般","514156","442225","542","949","816","744 ","9.70 %","3.09","1040","881","5.81",
"通信網路業","2498","宏達電","一般","1460265","1233210","1002","1457","1231","1185 ","3.90 %","-4.11","1492","1062","3.74",
"建材營造","2501","國建","一般","255358","222094","165","1548","1346","1230 ","9.40 %","1.36","1282","1101","2.65",
"建材營造","2504","國產","一般","1022024","940267","637","1604","1476","1384 ","6.60 %","3.90","1282","1101","2.65",
"建材營造","2505","國揚","一般","118172","102201","74","1597","1381","1331 ","3.80 %","0.52","1282","1101","2.65",
"建材營造","2506","太設","一般","144816","121700","208","696","585","499 ","17.20 %","2.04","1282","1101","2.65",
"建材營造","2509","全坤建","一般","63650","52208","61","1043","856","834 ","2.60 %","0.21","1282","1101","2.65",
"建材營造","2511","太子","一般","192652","162870","190","1014","857","947 ","-9.50 %","0.19","1282","1101","2.65",
"其他","2514","龍邦","一般","33385","28044","26","1284","1079","1085 ","-0.60 %","2.83","1184","1017","3.42",
"建材營造","2515","中工","一般","1604789","1398422","1210","1326","1156","1083 ","6.70 %","0.47","1282","1101","2.65",
"建材營造","2516","新建","一般","710281","616332","944","752","653","704 ","-7.20 %","0.97","1282","1101","2.65",
"建材營造","2520","冠德","一般","255144","227038","102","2501","2226","1693 ","31.50 %","10.25","1282","1101","2.65",
"建材營造","2524","京城","一般","97024","79334","45","2156","1763","1107 ","59.30 %","7.67","1282","1101","2.65",
"建材營造","2527","宏璟","一般","66734","56207","31","2153","1813","1294 ","40.10 %","4.86","1282","1101","2.65",
"建材營造","2528","皇普","一般","53967","48233","37","1459","1304","993 ","31.30 %","3.26","1282","1101","2.65",
"建材營造","2530","華建","一般","73818","62611","41","1800","1527","1345 ","13.50 %","1.94","1282","1101","2.65",
"建材營造","2534","宏盛","一般","81130","69080","72","1127","959","850 ","12.80 %","0.63","1282","1101","2.65",
"建材營造","2535","達欣工","一般","930924","809122","530","1756","1527","1349 ","13.20 %","5.21","1282","1101","2.65",
"建材營造","2536","宏普","一般","67092","59704","34","1973","1756","1697 ","3.50 %","0.61","1282","1101","2.65",
"建材營造","2537","聯上發","一般","52847","45538","35","1510","1301","916 ","42.00 %","1.05","1282","1101","2.65",
"建材營造","2538","基泰","一般","27157","7789","8","3395","974","1482 ","-34.30 %","0.57","1282","1101","2.65",
"建材營造","2539","櫻花建","一般","102366","84124","75","1365","1122","1019 ","10.10 %","2.85","1282","1101","2.65",
"建材營造","2540","愛山林","一般","720999","674293","141","5113","4782","5526 ","-13.50 %","3.07","1282","1101","2.65",
"建材營造","2542","興富發","一般","429584","396160","272","1579","1456","1042 ","39.70 %","3.13","1282","1101","2.65",
"建材營造","2543","皇昌","一般","1684564","1367092","1901","886","719","661 ","8.80 %","5.25","1282","1101","2.65",
"建材營造","2545","皇翔","一般","118374","97811","65","1821","1505","957 ","57.30 %","9.05","1282","1101","2.65",
"建材營造","2546","根基","一般","851384","724822","1003","849","723","821 ","-11.90 %","7.10","1282","1101","2.65",
"建材營造","2547","日勝生","一般","178249","150393","118","1511","1275","1212 ","5.20 %","-0.08","1282","1101","2.65",
"建材營造","2548","華固","一般","207568","179665","84","2471","2139","3671 ","-41.70 %","4.58","1282","1101","2.65",
"建材營造","2597","潤弘","一般","1633382","1428451","1098","1488","1301","1283 ","1.40 %","10.71","1282","1101","2.65",
"貿易百貨","2601","益航","一般","64841","54297","46","1410","1180","1382 ","-14.60 %","-0.35","865","723","3.91",
"航運業","2603","長榮","一般","9042276","8212083","3108","2909","2642","1659 ","59.30 %","64.87","1885","1501","8.85",
"航運業","2605","新興","一般","91345","82335","30","3045","2745","1970 ","39.30 %","2.56","1885","1501","8.85",
"航運業","2606","裕民","一般","651690","514499","297","2194","1732","1726 ","0.30 %","5.54","1885","1501","8.85",
"航運業","2607","榮運","一般","1291534","1098067","1026","1259","1070","999 ","7.10 %","2.60","1885","1501","8.85",
"航運業","2608","嘉里大榮","一般","3553370","2911782","4215","843","691","650 ","6.30 %","2.25","1885","1501","8.85",
"航運業","2609","陽明","一般","5587481","4863877","1815","3079","2680","1357 ","97.50 %","18.38","1885","1501","8.85",
"航運業","2610","華航","一般","30483385","21358675","11492","2653","1859","1526 ","21.80 %","2.38","1885","1501","8.85",
"航運業","2611","志信","一般","26326","23983","21","1254","1142","1153 ","-1.00 %","1.64","1885","1501","8.85",
"航運業","2612","中航","一般","116013","103066","67","1732","1538","1420 ","8.30 %","5.13","1885","1501","8.85",
"航運業","2613","中櫃","一般","554795","455016","711","780","640","627 ","2.10 %","0.84","1885","1501","8.85",
"其他","2614","東森","一般","322970","278833","239","1351","1167","1189 ","-1.90 %","1.24","1184","1017","3.42",
"航運業","2615","萬海","一般","3462433","3099063","1668","2076","1858","1321 ","40.70 %","16.89","1885","1501","8.85",
"油電燃氣業","2616","山隆","一般","787800","654070","1262","624","518","553 ","-6.30 %","-3.43","1202","1039","0.83",
"航運業","2617","台航","一般","351610","296346","235","1496","1261","1241 ","1.60 %","3.08","1885","1501","8.85",
"航運業","2618","長榮航","一般","28588237","21595060","11399","2508","1894","1632 ","16.10 %","5.37","1885","1501","8.85",
"航運業","2630","亞航","一般","946199","772922","1114","849","694","683 ","1.60 %","0.67","1885","1501","8.85",
"航運業","2633","台灣高鐵","一般","6628358","5693496","4822","1375","1181","1109 ","6.50 %","1.15","1885","1501","8.85",
"航運業","2634","漢翔","一般","7132888","6031726","5239","1361","1151","1127 ","2.10 %","2.30","1885","1501","8.85",
"航運業","2636","台驊控股","投控","48086","38672","33","1457","1172","3732 ","-68.60 %","9.39","1885","1501","8.85",
"航運業","2642","宅配通","一般","1405589","1145040","2148","654","533","541 ","-1.50 %","-0.10","1885","1501","8.85",
"航運業","2645","長榮航太","一般","5031049","4265784","3136","1604","1360","1290 ","5.40 %","4.90","1885","1501","8.85",
"航運業","2646","星宇航空","一般","6766120","5929669","5119","1322","1158","941 ","23.10 %","0.53","1885","1501","8.85",
"觀光餐旅","2701","萬企","一般","14047","11148","20","702","557","500 ","11.40 %","0.51","633","525","2.78",
"觀光餐旅","2702","華園","一般","21477","18199","33","651","551","541 ","1.80 %","0.26","633","525","2.78",
"觀光餐旅","2704","國賓","一般","442653","362946","473","936","767","712 ","7.70 %","2.77","633","525","2.78",
"觀光餐旅","2705","六福","一般","677655","562901","1040","652","541","492 ","10.00 %","0.46","633","525","2.78",
"觀光餐旅","2706","第一店","一般","23666","19628","35","676","561","470 ","19.40 %","0.56","633","525","2.78",
"觀光餐旅","2707","晶華","一般","1525325","1267399","1939","787","654","635 ","3.00 %","10.57","633","525","2.78",
"觀光餐旅","2712","遠雄來","一般","211130","170129","333","634","511","537 ","-4.80 %","-1.42","633","525","2.78",
"觀光餐旅","2722","夏都","一般","250379","207217","377","664","550","547 ","0.50 %","0.03","633","525","2.78",
"觀光餐旅","2727","王品","一般","5043896","4175345","8531","591","489","479 ","2.10 %","15.66","633","525","2.78",
"觀光餐旅","2731","雄獅","一般","1571360","1302315","1715","916","759","736 ","3.10 %","9.81","633","525","2.78",
"觀光餐旅","2739","寒舍","一般","1430064","1189231","1712","835","695","674 ","3.10 %","5.39","633","525","2.78",
"觀光餐旅","2748","雲品","一般","693387","592920","762","910","778","761 ","2.20 %","3.13","633","525","2.78",
"觀光餐旅","2753","八方雲集","一般","684244","586387","640","1069","916","960 ","-4.60 %","9.05","633","525","2.78",
"金融保險業","2801","彰銀","一般","13186673","10728806","6741","1956","1592","1475 ","7.90 %","1.33","1751","1499","2.64",
"金融保險業","2809","京城銀","一般","1172475","999607","1010","1161","990","1118 ","-11.40 %","4.52","1751","1499","2.64",
"金融保險業","2812","台中銀","一般","4188527","3548595","2946","1422","1205","1166 ","3.30 %","1.50","1751","1499","2.64",
