產業類別,公司代號,公司名稱,公司類別,公司年度資訊-員工福利費用(仟元),公司年度資訊-員工薪資費用(仟元),公司年度資訊-員工人數(人),公司年度資訊-平均員工福利費用(仟元/人),公司年度資訊-平均員工薪資費用-113年度(仟元/人),公司年度資訊-平均員工薪資費用-112年度(仟元/人),公司年度資訊-平均員工薪資費用-調整變動情形(%),公司年度資訊-每股盈餘(元/股),同產業公司-平均員工福利費用(仟元/人),同產業公司-平均員工薪資費用(仟元/人),同產業公司-平均每股盈餘(元/股)
"金融保險業","2816","旺旺保","一般","1474560","1290443","1105","1334","1168","1077 ","8.40 %","5.46","1751","1499","2.64",
"金融保險業","2820","華票","一般","351764","291911","158","2226","1848","1677 ","10.20 %","1.02","1751","1499","2.64",
"金融保險業","2832","台產","一般","1116101","992390","922","1211","1076","1087 ","-1.00 %","3.21","1751","1499","2.64",
"金融保險業","2834","臺企銀","一般","9839683","8295272","5676","1734","1461","1308 ","11.70 %","1.23","1751","1499","2.64",
"金融保險業","2836","高雄銀","一般","1828930","1528635","1163","1573","1314","1330 ","-1.20 %","0.55","1751","1499","2.64",
"金融保險業","2838","聯邦銀","一般","4815953","4135682","3996","1205","1035","928 ","11.50 %","1.16","1751","1499","2.64",
"金融保險業","2845","遠東銀","一般","4392511","3694927","2558","1717","1444","1374 ","5.10 %","1.01","1751","1499","2.64",
"金融保險業","2849","安泰銀","一般","1994225","1747185","1551","1286","1126","1084 ","3.90 %","0.68","1751","1499","2.64",
"金融保險業","2850","新產","一般","2113812","1935334","1526","1385","1268","1227 ","3.30 %","10.47","1751","1499","2.64",
"金融保險業","2851","中再保","一般","372257","326060","172","2164","1896","1703 ","11.30 %","3.14","1751","1499","2.64",
"金融保險業","2852","第一保","一般","1139197","1026431","844","1350","1216","1130 ","7.60 %","3.00","1751","1499","2.64",
"金融保險業","2855","統一證","一般","3513425","3157400","1504","2336","2099","1656 ","26.80 %","3.00","1751","1499","2.64",
"金融保險業","2867","三商壽","一般","6767892","5793419","5255","1288","1102","1005 ","9.70 %","0.42","1751","1499","2.64",
"金融保險業","2880","華南金","金控","20523637","17251595","11381","1803","1516","1446 ","4.80 %","1.68","1751","1499","2.64",
"金融保險業","2881","富邦金","金控","67107370","56365049","41840","1604","1347","1151 ","17.00 %","10.77","1751","1499","2.64",
"金融保險業","2882","國泰金","金控","80232162","71044144","54102","1483","1313","1132 ","16.00 %","7.29","1751","1499","2.64",
"金融保險業","2883","凱基金","金控","26828429","23172588","13258","2024","1748","1440 ","21.40 %","1.97","1751","1499","2.64",
"金融保險業","2884","玉山金","金控","17382495","14924465","10206","1703","1462","1427 ","2.50 %","1.63","1751","1499","2.64",
"金融保險業","2885","元大金","金控","35077677","30672185","15168","2313","2022","1684 ","20.10 %","2.77","1751","1499","2.64",
"金融保險業","2886","兆豐金","金控","23061629","17777358","10109","2281","1759","1658 ","6.10 %","2.35","1751","1499","2.64",
"金融保險業","2887","台新金","金控","20461055","17581789","11709","1747","1502","1383 ","8.60 %","1.39","1751","1499","2.64",
"金融保險業","2888","新光金","金控","23607680","20375540","16654","1418","1223","1096 ","11.60 %","1.25","1751","1499","2.64",
"金融保險業","2889","國票金","金控","2820863","2527115","1557","1812","1623","1415 ","14.70 %","0.61","1751","1499","2.64",
"金融保險業","2890","永豐金","金控","20519857","17522371","10545","1946","1662","1478 ","12.40 %","1.75","1751","1499","2.64",
"金融保險業","2891","中信金","金控","53088571","46677891","24886","2133","1876","1797 ","4.40 %","3.64","1751","1499","2.64",
"金融保險業","2892","第一金","金控","20210713","17364089","10348","1953","1678","1577 ","6.40 %","1.81","1751","1499","2.64",
"金融保險業","2897","王道銀行","一般","2155017","1885250","1198","1799","1574","1513 ","4.00 %","1.00","1751","1499","2.64",
"貿易百貨","2901","欣欣","一般","27017","22538","25","1081","902","880 ","2.50 %","0.41","865","723","3.91",
"貿易百貨","2903","遠百","一般","1200229","1042796","1232","974","846","840 ","0.70 %","1.65","865","723","3.91",
"其他","2904","匯僑","一般","81572","68419","66","1236","1037","906 ","14.50 %","1.38","1184","1017","3.42",
"貿易百貨","2905","三商","投控","49522","46438","13","3809","3572","4949 ","-27.80 %","1.42","865","723","3.91",
"貿易百貨","2906","高林","一般","156359","129446","198","790","654","555 ","17.80 %","0.52","865","723","3.91",
"貿易百貨","2908","特力","一般","393264","320826","333","1181","963","933 ","3.20 %","0.66","865","723","3.91",
"貿易百貨","2910","統領","一般","56970","46752","66","863","708","677 ","4.60 %","1.13","865","723","3.91",
"貿易百貨","2911","麗嬰房","一般","430339","359664","642","670","560","507 ","10.50 %","-4.07","865","723","3.91",
"貿易百貨","2912","統一超","一般","8416013","7075274","8158","1032","867","857 ","1.20 %","11.10","865","723","3.91",
"貿易百貨","2913","農林","一般","173648","127822","206","843","620","673 ","-7.90 %","-0.22","865","723","3.91",
"貿易百貨","2915","潤泰全","一般","419744","357035","472","889","756","650 ","16.30 %","13.00","865","723","3.91",
"貿易百貨","2945","三商家購","一般","1822490","1466549","3734","488","393","370 ","6.20 %","2.02","865","723","3.91",
"電腦及週邊設備業","3002","歐格","一般","51755","44115","38","1362","1161","1102 ","5.40 %","0.05","1672","1461","6.67",
"電子零組件業","3003","健和興","一般","623655","513648","833","749","617","598 ","3.20 %","3.88","1162","998","6.57",
"鋼鐵工業","3004","豐達科","一般","606004","516618","501","1210","1031","992 ","3.90 %","6.88","1237","1029","0.69",
"電腦及週邊設備業","3005","神基","投控","116924","107062","42","2784","2549","2309 ","10.40 %","7.26","1672","1461","6.67",
"半導體業","3006","晶豪科","一般","1377300","1232522","586","2350","2103","2052 ","2.50 %","1.80","2518","2278","19.22",
"光電業","3008","大立光","一般","11214748","10041115","8033","1396","1250","1089 ","14.80 %","194.17","1189","1015","1.21",
"電子通路業","3010","華立","一般","833683","721160","405","2058","1781","1867 ","-4.60 %","8.89","1435","1230","4.70",
"電子零組件業","3011","今皓","一般","78429","66123","70","1120","945","987 ","-4.30 %","-2.21","1162","998","6.57",
"電腦及週邊設備業","3013","晟銘電","一般","135257","113075","121","1118","935","1131 ","-17.30 %","3.63","1672","1461","6.67",
"半導體業","3014","聯陽","一般","1383146","1267654","446","3101","2842","2630 ","8.10 %","10.10","2518","2278","19.22",
"電子零組件業","3015","全漢","一般","883381","754702","754","1172","1001","989 ","1.20 %","2.16","1162","998","6.57",
"半導體業","3016","嘉晶","一般","784394","645171","719","1091","897","838 ","7.00 %","0.92","2518","2278","19.22",
"電腦及週邊設備業","3017","奇鋐","一般","1653544","1484129","607","2724","2445","2358 ","3.70 %","21.21","1672","1461","6.67",
"其他電子業","3018","隆銘綠能","一般","94415","73355","82","1151","895","882 ","1.50 %","-1.46","1687","1449","9.28",
"光電業","3019","亞光","一般","1156917","1011590","981","1179","1031","842 ","22.40 %","5.79","1189","1015","1.21",
"電子零組件業","3021","鴻名","一般","142555","114090","176","810","648","609 ","6.40 %","0.58","1162","998","6.57",
"電腦及週邊設備業","3022","威強電","一般","500602","431409","429","1167","1006","1153 ","-12.70 %","8.72","1672","1461","6.67",
"電子零組件業","3023","信邦","一般","1266074","1064417","1287","984","827","753 ","9.80 %","14.70","1162","998","6.57",
"光電業","3024","憶聲","一般","65384","54224","68","962","797","758 ","5.10 %","0.66","1189","1015","1.21",
"通信網路業","3025","星通","一般","204873","177110","152","1348","1165","1213 ","-4.00 %","3.68","1492","1062","3.74",
"電子零組件業","3026","禾伸堂","一般","1046558","903388","976","1072","926","882 ","5.00 %","5.87","1162","998","6.57",
"通信網路業","3027","盛達","一般","111730","93044","101","1106","921","944 ","-2.40 %","-0.22","1492","1062","3.74",
"電子通路業","3028","增你強","一般","455277","382284","377","1208","1014","1093 ","-7.20 %","2.08","1435","1230","4.70",
"資訊服務業","3029","零壹","一般","588613","477035","391","1505","1220","1204 ","1.30 %","5.22","1299","1101","3.99",
"其他電子業","3030","德律","一般","992819","866903","633","1568","1370","1095 ","25.10 %","7.78","1687","1449","9.28",
"光電業","3031","佰鴻","一般","90157","78518","72","1252","1091","1163 ","-6.20 %","1.09","1189","1015","1.21",
"電子零組件業","3032","偉訓","一般","228782","199663","136","1682","1468","1730 ","-15.10 %","4.61","1162","998","6.57",
"電子通路業","3033","威健","一般","818890","704014","483","1695","1458","1271 ","14.70 %","2.56","1435","1230","4.70",
"半導體業","3034","聯詠","一般","11823997","10901338","3040","3889","3586","3784 ","-5.20 %","33.43","2518","2278","19.22",
"半導體業","3035","智原","一般","1569945","1408401","625","2512","2253","2495 ","-9.70 %","4.04","2518","2278","19.22",
"電子通路業","3036","文曄","一般","2291800","2068838","948","2418","2182","1742 ","25.30 %","8.13","1435","1230","4.70",
"電子零組件業","3037","欣興","一般","14369021","12006055","15683","916","766","763 ","0.40 %","3.34","1162","998","6.57",
"光電業","3038","全台","一般","667186","576256","840","794","686","704 ","-2.60 %","2.21","1189","1015","1.21",
"其他","3040","遠見","一般","14860","12617","10","1486","1262","1195 ","5.60 %","0.73","1184","1017","3.42",
"半導體業","3041","揚智","一般","239796","212099","110","2180","1928","1998 ","-3.50 %","-2.41","2518","2278","19.22",
"電子零組件業","3042","晶技","一般","1197297","1057595","981","1220","1078","882 ","22.20 %","6.55","1162","998","6.57",
"其他電子業","3043","科風","一般","122428","101408","180","680","563","552 ","2.00 %","0.95","1687","1449","9.28",
"電子零組件業","3044","健鼎","一般","1361929","1210175","1074","1268","1127","1048 ","7.50 %","15.95","1162","998","6.57",
"通信網路業","3045","台灣大","一般","5997389","5142198","4517","1328","1138","1102 ","3.30 %","4.57","1492","1062","3.74",
"電腦及週邊設備業","3046","建碁","一般","47024","38183","24","1959","1591","1356 ","17.30 %","3.83","1672","1461","6.67",
"通信網路業","3047","訊舟","一般","431345","352917","310","1391","1138","1066 ","6.80 %","0.51","1492","1062","3.74",
"電子通路業","3048","益登","一般","653486","560919","452","1446","1241","937 ","32.40 %","-2.10","1435","1230","4.70",
"光電業","3049","精金","一般","272561","214094","279","977","767","748 ","2.50 %","-1.10","1189","1015","1.21",
"光電業","3050","鈺德","一般","153816","126392","193","797","655","647 ","1.20 %","0.55","1189","1015","1.21",
"光電業","3051","力特","一般","445166","366841","580","768","632","629 ","0.50 %","2.01","1189","1015","1.21",
"建材營造","3052","夆典","一般","132902","113998","121","1098","942","951 ","-0.90 %","0.98","1282","1101","2.65",
"食品工業","3054","立萬利","一般","35882","30482","30","1196","1016","999 ","1.70 %","-0.40","1020","869","2.98",
"電子通路業","3055","蔚華科","一般","154608","124060","72","2147","1723","1676 ","2.80 %","-2.23","1435","1230","4.70",
"建材營造","3056","富華新","一般","89322","76250","46","1942","1658","983 ","68.70 %","6.15","1282","1101","2.65",
"電腦及週邊設備業","3057","喬鼎","一般","174231","148157","124","1405","1195","1215 ","-1.60 %","-1.64","1672","1461","6.67",
"電子零組件業","3058","立德","一般","201608","144962","181","1114","801","745 ","7.50 %","-2.02","1162","998","6.57",
"光電業","3059","華晶科","一般","466960","415049","242","1930","1715","1555 ","10.30 %","1.15","1189","1015","1.21",
"電腦及週邊設備業","3060","銘異","一般","233199","193366","241","968","802","745 ","7.70 %","0.45","1672","1461","6.67",
"通信網路業","3062","建漢","一般","304158","257193","214","1421","1202","1375 ","-12.60 %","0.01","1492","1062","3.74",
"電子零組件業","3090","日電貿","一般","154839","129057","154","1005","838","824 ","1.70 %","4.52","1162","998","6.57",
"電子零組件業","3092","鴻碩","一般","22567","20070","13","1736","1544","2840 ","-45.60 %","-2.08","1162","998","6.57",
"半導體業","3094","聯傑","一般","103028","87541","66","1561","1326","1353 ","-2.00 %","0.17","2518","2278","19.22",
"數位雲端","3130","一零四","一般","1528455","1342894","905","1689","1484","1390 ","6.80 %","14.14","1249","1055","8.69",
"通信網路業","3138","耀登","一般","216235","188731","138","1567","1368","1512 ","-9.50 %","3.05","1492","1062","3.74",
"光電業","3149","正達","一般","386400","324561","452","855","718","633 ","13.40 %","-1.45","1189","1015","1.21",
"半導體業","3150","鈺寶-創","一般","87149","75756","53","1644","1429","1416 ","0.90 %","0.72","2518","2278","19.22",
"生技醫療業","3164","景岳","一般","99597","81965","129","772","635","614 ","3.40 %","0.66","1094","909","3.76",
"電機機械","3167","大量","一般","205650","128950","192","1071","672","626 ","7.30 %","1.48","1005","855","3.85",
"光電業","3168","眾福科","一般","213788","188136","128","1670","1470","1432 ","2.70 %","2.93","1189","1015","1.21",
"半導體業","3189","景碩","一般","4854355","4026468","5893","824","683","599 ","14.00 %","0.11","2518","2278","19.22",
"電子通路業","3209","全科","一般","352485","296593","241","1463","1231","1133 ","8.60 %","3.02","1435","1230","4.70",
"電子零組件業","3229","晟鈦","一般","148614","124250","224","663","555","560 ","-0.90 %","0.14","1162","998","6.57",
"電腦及週邊設備業","3231","緯創","一般","18912271","16582964","11507","1644","1441","1466 ","-1.70 %","6.11","1672","1461","6.67",
"半導體業","3257","虹冠電","一般","144290","130210","72","2004","1808","2007 ","-9.90 %","2.45","2518","2278","19.22",
"建材營造","3266","昇陽","一般","184969","166430","72","2569","2312","2169 ","6.60 %","1.93","1282","1101","2.65",
"電子零組件業","3296","勝德","一般","100429","82226","112","897","734","747 ","-1.70 %","0.50","1162","998","6.57",
"其他電子業","3305","昇貿","一般","177479","150681","186","954","810","829 ","-2.30 %","3.10","1687","1449","9.28",
"電子零組件業","3308","聯德","一般","19312","17095","11","1756","1554","5225 ","-70.30 %","0.99","1162","998","6.57",
"通信網路業","3311","閎暉","一般","300418","245754","417","720","589","561 ","5.00 %","0.81","1492","1062","3.74",
"電子通路業","3312","弘憶股","一般","160950","141901","111","1450","1278","1088 ","17.50 %","2.38","1435","1230","4.70",
"電子零組件業","3321","同泰","一般","349061","293907","518","674","567","545 ","4.00 %","-2.15","1162","998","6.57",
"電子零組件業","3338","泰碩","一般","142128","125582","89","1597","1411","1060 ","33.10 %","3.00","1162","998","6.57",
"汽車工業","3346","麗清","一般","254238","204806","204","1246","1004","756 ","32.80 %","2.36","1040","881","5.81",
"光電業","3356","奇偶","一般","186490","158982","156","1195","1019","1003 ","1.60 %","7.20","1189","1015","1.21",
"電子零組件業","3376","新日興","一般","1729919","1487209","2352","736","632","558 ","13.30 %","7.15","1162","998","6.57",
"通信網路業","3380","明泰","一般","1580151","1343466","1163","1359","1155","1060 ","9.00 %","0.40","1492","1062","3.74",
"光電業","3406","玉晶光","一般","1087983","951094","903","1205","1053","902 ","16.70 %","38.35","1189","1015","1.21",
"半導體業","3413","京鼎","一般","602130","541385","388","1552","1395","1472 ","-5.20 %","25.22","2518","2278","19.22",
"電腦及週邊設備業","3416","融程電","一般","474813","400532","433","1097","925","867 ","6.70 %","7.04","1672","1461","6.67",
"通信網路業","3419","譁裕","一般","290481","251305","230","1263","1093","1007 ","8.50 %","-1.21","1492","1062","3.74",
"電子零組件業","3432","台端","一般","18453","15756","16","1153","985","1181 ","-16.60 %","-0.55","1162","998","6.57",
"光電業","3437","榮創","一般","584800","473721","695","841","682","640 ","6.60 %","-0.94","1189","1015","1.21",
"半導體業","3443","創意","一般","2739579","2519696","694","3948","3631","3541 ","2.50 %","25.75","2518","2278","19.22",
"通信網路業","3447","展達","一般","190062","163571","127","1497","1288","1145 ","12.50 %","1.20","1492","1062","3.74",
"半導體業","3450","聯鈞","一般","487981","373938","512","953","730","531 ","37.50 %","3.82","2518","2278","19.22",
"光電業","3454","晶睿","一般","1495831","1258748","1111","1346","1133","1154 ","-1.80 %","3.42","1189","1015","1.21",
"光電業","3481","群創","一般","23976923","20419508","20787","1153","982","847 ","15.90 %","0.76","1189","1015","1.21",
"電腦及週邊設備業","3494","誠研","一般","202310","171421","189","1070","907","941 ","-3.60 %","-1.08","1672","1461","6.67",
"電子零組件業","3501","維熹","一般","236163","203985","246","960","829","655 ","26.60 %","6.12","1162","998","6.57",
"光電業","3504","揚明光","一般","668575","551854","738","906","748","710 ","5.40 %","-2.17","1189","1015","1.21",
"電腦及週邊設備業","3515","華擎","一般","823764","746014","325","2535","2295","1808 ","26.90 %","10.54","1672","1461","6.67",
"其他電子業","3518","柏騰","一般","60594","43806","30","2020","1460","1050 ","39.00 %","-2.39","1687","1449","9.28",
"電子通路業","3528","安馳","一般","263907","227764","151","1748","1508","1006 ","49.90 %","4.16","1435","1230","4.70",
"半導體業","3530","晶相光","一般","122899","108160","62","1982","1745","1967 ","-11.30 %","-1.33","2518","2278","19.22",
"半導體業","3532","台勝科","一般","1745155","1496463","1469","1188","1019","1102 ","-7.50 %","3.35","2518","2278","19.22",
"電子零組件業","3533","嘉澤","一般","441613","397631","157","2813","2533","2784 ","-9.00 %","82.77","1162","998","6.57",
"光電業","3535","晶彩科","一般","213691","180032","177","1207","1017","903 ","12.60 %","0.69","1189","1015","1.21",
"光電業","3543","州巧","一般","358772","298032","371","967","803","754 ","6.50 %","-1.14","1189","1015","1.21",
"半導體業","3545","敦泰","一般","1247841","1132579","451","2767","2511","1681 ","49.40 %","2.71","2518","2278","19.22",
"電子零組件業","3550","聯穎","一般","67910","56453","62","1095","911","826 ","10.30 %","-2.01","1162","998","6.57",
"居家生活","3557","嘉威","一般","168977","153501","68","2485","2257","2213 ","2.00 %","6.84","998","862","7.06",
"光電業","3563","牧德","一般","358975","291867","277","1296","1054","1140 ","-7.50 %","5.52","1189","1015","1.21",
"光電業","3576","聯合再生","一般","1017263","822821","1139","893","722","719 ","0.40 %","-1.31","1189","1015","1.21",
"半導體業","3583","辛耘","一般","955761","818026","733","1304","1116","1029 ","8.50 %","11.54","2518","2278","19.22",
"半導體業","3588","通嘉","一般","332196","295317","148","2245","1995","1577 ","26.50 %","1.89","2518","2278","19.22",
"光電業","3591","艾笛森","一般","146982","119856","145","1014","827","990 ","-16.50 %","1.00","1189","1015","1.21",
"半導體業","3592","瑞鼎","一般","3391862","3080462","881","3850","3497","2607 ","34.10 %","27.67","2518","2278","19.22",
"電子零組件業","3593","力銘","一般","20037","16232","17","1179","955","828 ","15.30 %","-2.19","1162","998","6.57",
"通信網路業","3596","智易","一般","2025748","1792289","960","2110","1867","1906 ","-2.00 %","11.28","1492","1062","3.74",
"電子零組件業","3605","宏致","一般","686696","560367","709","969","790","764 ","3.40 %","2.51","1162","998","6.57",
"電子零組件業","3607","谷崧","一般","49435","39848","66","749","604","641 ","-5.80 %","0.17","1162","998","6.57",
"其他電子業","3617","碩天","一般","647260","570154","386","1677","1477","1382 ","6.90 %","24.75","1687","1449","9.28",
"光電業","3622","洋華","一般","217896","196284","153","1424","1283","1197 ","7.20 %","4.76","1189","1015","1.21",
"電子零組件業","3645","達邁","一般","378367","316774","385","983","823","667 ","23.40 %","1.79","1162","998","6.57",
"電腦及週邊設備業","3652","精聯","一般","354569","303246","342","1037","887","845 ","5.00 %","1.25","1672","1461","6.67",
"電子零組件業","3653","健策","一般","2266209","2062159","1843","1230","1119","1013 ","10.50 %","24.15","1162","998","6.57",
"通信網路業","3669","圓展","一般","697534","602767","537","1299","1122","986 ","13.80 %","2.04","1492","1062","3.74",
"電子零組件業","3679","新至陞","一般","130811","118034","71","1842","1662","1685 ","-1.40 %","13.85","1162","998","6.57",
"半導體業","3686","達能","一般","14047","12028","8","1756","1504","1311 ","14.70 %","-0.06","2518","2278","19.22",
"通信網路業","3694","海華","一般","296659","248903","203","1461","1226","1197 ","2.40 %","2.75","1492","1062","3.74",
"電腦及週邊設備業","3701","大眾控","投控","6448","5447","5","1290","1089","1504 ","-27.60 %","0.11","1672","1461","6.67",
"電子通路業","3702","大聯大","投控","783089","679216","462","1695","1470","1687 ","-12.90 %","4.07","1435","1230","4.70",
"建材營造","3703","欣陸","投控","72576","54862","36","2016","1524","1404 ","8.50 %","1.43","1282","1101","2.65",
"通信網路業","3704","合勤控","投控","193486","164127","134","1444","1225","1312 ","-6.60 %","1.41","1492","1062","3.74",
"生技醫療業","3705","永信","投控","25464","20666","11","2315","1879","1512 ","24.30 %","4.39","1094","909","3.76",
"電腦及週邊設備業","3706","神達","投控","5319","5319","5","1064","1064","683 ","55.80 %","3.28","1672","1461","6.67",
"綠能環保","3708","上緯投控","投控","25107","22713","14","1793","1622","2443 ","-33.60 %","2.71","1184","1010","4.37",
"半導體業","3711","日月光投控","投控","532824","471173","105","5075","4487","2647 ","69.50 %","7.52","2518","2278","19.22",
"電腦及週邊設備業","3712","永崴投控","投控","10026","9000","16","627","563","1186 ","-52.50 %","4.56","1672","1461","6.67",
"光電業","3714","富采","投控","454454","390266","363","1252","1075","978 ","9.90 %","-1.87","1189","1015","1.21",
"電子零組件業","3715","定穎投控","投控","24993","22726","14","1785","1623","1658 ","-2.10 %","3.78","1162","998","6.57",
"生技醫療業","3716","中化控股","投控","44192","40218","60","737","670","0 ","0.00 %","2.49","1094","909","3.76",
"生技醫療業","4104","佳醫","一般","266825","230605","215","1241","1073","1058 ","1.40 %","4.72","1094","909","3.76",
"生技醫療業","4106","雃博","一般","244719","203967","244","1003","836","839 ","-0.40 %","1.14","1094","909","3.76",
"生技醫療業","4108","懷特","一般","47694","40613","44","1084","923","951 ","-2.90 %","-0.37","1094","909","3.76",
"生技醫療業","4119","旭富","一般","318368","271696","269","1184","1010","1080 ","-6.50 %","4.47","1094","909","3.76",
"生技醫療業","4133","亞諾法","一般","88090","74294","93","947","799","764 ","4.60 %","1.02","1094","909","3.76",
"生技醫療業","4142","國光生","一般","489529","396068","518","945","765","757 ","1.10 %","-0.58","1094","909","3.76",
"生技醫療業","4155","訊映","一般","113609","100748","85","1337","1185","747 ","58.60 %","0.66","1094","909","3.76",
"生技醫療業","4164","承業醫","投控","92103","81537","55","1675","1482","1360 ","9.00 %","1.01","1094","909","3.76",
"塑膠工業","4306","炎洲","一般","255528","212706","341","749","624","572 ","9.10 %","1.27","1267","1093","-0.08",
"紡織纖維","4414","如興","一般","30109","26640","17","1771","1567","1790 ","-12.50 %","0.08","930","791","1.55",
"紡織纖維","4426","利勤","一般","387355","318735","630","615","506","507 ","-0.20 %","-1.36","930","791","1.55",
"紡織纖維","4438","廣越","一般","256170","212885","225","1139","946","906 ","4.40 %","3.89","930","791","1.55",
"紡織纖維","4440","宜新實業","一般","111301","95075","141","789","674","612 ","10.10 %","1.76","930","791","1.55",
"電機機械","4526","東台","一般","481629","390447","636","757","614","632 ","-2.80 %","-3.56","1005","855","3.85",
"電機機械","4532","瑞智","一般","429713","368186","314","1369","1173","956 ","22.70 %","2.02","1005","855","3.85",
"運動休閒","4536","拓凱","一般","326569","276129","300","1089","920","957 ","-3.90 %","18.86","1038","894","5.72",
"電機機械","4540","全球傳動","一般","533841","448025","814","656","550","537 ","2.40 %","-4.97","1005","855","3.85",
"電子零組件業","4545","銘鈺","一般","450003","385618","502","896","768","643 ","19.40 %","2.37","1162","998","6.57",
"汽車工業","4551","智伸科","一般","104963","91948","61","1721","1507","1043 ","44.50 %","8.29","1040","881","5.81",
"電機機械","4555","氣立","一般","117961","95822","179","659","535","557 ","-3.90 %","-0.86","1005","855","3.85",
"電機機械","4562","穎漢","一般","203017","172390","281","722","613","607 ","1.00 %","-0.45","1005","855","3.85",
"電機機械","4564","元翎","一般","135423","104720","176","769","595","596 ","-0.20 %","-1.74","1005","855","3.85",
"電機機械","4566","時碩工業","一般","320363","273257","324","989","843","784 ","7.50 %","2.56","1005","855","3.85",
"電機機械","4572","駐龍","一般","251641","214148","336","749","637","644 ","-1.10 %","7.29","1005","855","3.85",
"電機機械","4576","大銀微系統","一般","610257","523208","543","1124","964","861 ","12.00 %","0.51","1005","855","3.85",
"電機機械","4583","台灣精銳","一般","561632","485819","710","791","684","633 ","8.10 %","14.15","1005","855","3.85",
"其他電子業","4588","玖鼎電力","一般","139093","107715","115","1210","937","867 ","8.10 %","4.22","1687","1449","9.28",
"化學工業","4720","德淵","一般","244934","207606","205","1195","1013","939 ","7.90 %","1.50","1125","949","2.00",
"化學工業","4722","國精化","一般","353352","290938","340","1039","856","765 ","11.90 %","2.25","1125","949","2.00",
"生技醫療業","4736","泰博","一般","931866","802903","960","971","836","698 ","19.80 %","12.15","1094","909","3.76",
"生技醫療業","4737","華廣","一般","780253","666073","1004","777","663","504 ","31.50 %","-2.09","1094","909","3.76",
"化學工業","4739","康普","一般","176978","149499","154","1149","971","712 ","36.40 %","1.44","1125","949","2.00",
"生技醫療業","4746","台耀","一般","1113278","968205","902","1234","1073","966 ","11.10 %","1.31","1094","909","3.76",
"化學工業","4755","三福化","一般","401610","318398","346","1161","920","860 ","7.00 %","4.10","1125","949","2.00",
"化學工業","4764","雙鍵","一般","159456","132114","183","871","722","701 ","3.00 %","-0.44","1125","949","2.00",
"化學工業","4766","南寶","一般","998805","867725","843","1185","1029","987 ","4.30 %","22.26","1125","949","2.00",
"化學工業","4770","上品","一般","576774","504019","457","1262","1103","1057 ","4.40 %","21.68","1125","949","2.00",
"生技醫療業","4771","望隼","一般","508521","430554","497","1023","866","872 ","-0.70 %","11.81","1094","909","3.76",
"通信網路業","4904","遠傳","一般","6953824","5875505","5410","1285","1086","1070 ","1.50 %","3.56","1492","1062","3.74",
"通信網路業","4906","正文","一般","1539690","1354503","1014","1518","1336","1218 ","9.70 %","1.56","1492","1062","3.74",
"電子零組件業","4915","致伸","一般","2206029","1971676","907","2432","2174","1897 ","14.60 %","5.61","1162","998","6.57",
"電腦及週邊設備業","4916","事欣科","一般","19500","16763","13","1500","1289","1360 ","-5.20 %","0.02","1672","1461","6.67",
"半導體業","4919","新唐","一般","2594375","2326964","1588","1634","1465","1472 ","-0.50 %","0.52","2518","2278","19.22",
"電器電纜","4930","燦星網","一般","20722","17137","24","863","714","775 ","-7.90 %","2.67","1042","905","1.33",
"光電業","4934","太極","一般","40212","34728","31","1297","1120","1900 ","-41.10 %","-2.07","1189","1015","1.21",
"電腦及週邊設備業","4938","和碩","一般","13168283","11213305","7484","1760","1498","1338 ","12.00 %","6.34","1672","1461","6.67",
"光電業","4942","嘉彰","一般","332493","291676","307","1083","950","912 ","4.20 %","4.17","1189","1015","1.21",
"光電業","4949","有成精密","一般","310851","256816","410","758","626","736 ","-14.90 %","-1.40","1189","1015","1.21",
"半導體業","4952","凌通","一般","446840","392663","224","1995","1753","1571 ","11.60 %","2.27","2518","2278","19.22",
"光電業","4956","光鋐","一般","287401","238705","394","729","606","566 ","7.10 %","-0.21","1189","1015","1.21",
"光電業","4960","誠美材","一般","1090730","878663","1140","957","771","707 ","9.10 %","-0.47","1189","1015","1.21",
"半導體業","4961","天鈺","一般","1595274","1424328","572","2789","2490","2400 ","3.80 %","16.08","2518","2278","19.22",
"半導體業","4967","十銓","一般","441358","371918","416","1061","894","799 ","11.90 %","6.80","2518","2278","19.22",
"半導體業","4968","立積","一般","553591","485094","301","1839","1612","1542 ","4.50 %","1.73","2518","2278","19.22",
"光電業","4976","佳凌","一般","477224","400182","637","749","628","571 ","10.00 %","-0.57","1189","1015","1.21",
"電子零組件業","4989","榮科","一般","255558","213366","198","1291","1078","934 ","15.40 %","-2.22","1162","998","6.57",
"資訊服務業","4994","傳奇","一般","363261","314290","298","1219","1055","1042 ","1.20 %","4.78","1299","1101","3.99",
"電子零組件業","4999","鑫禾","一般","242603","207666","292","831","711","638 ","11.40 %","0.97","1162","998","6.57",
"鋼鐵工業","5007","三星","一般","1256571","1033766","1445","870","715","690 ","3.60 %","3.58","1237","1029","0.69",
"資訊服務業","5203","訊連","一般","837326","723422","461","1816","1569","1504 ","4.30 %","3.98","1299","1101","3.99",
"半導體業","5222","全訊","一般","297710","246926","279","1067","885","852 ","3.90 %","4.84","2518","2278","19.22",
"光電業","5234","達興材料","一般","829508","740102","431","1925","1717","1674 ","2.60 %","5.56","1189","1015","1.21",
"光電業","5244","弘凱","一般","73213","65422","36","2034","1817","1430 ","27.10 %","2.46","1189","1015","1.21",
